Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,namesleaf
-27.3793136321178,6.7367543943804,6.42601808637168,4.32160162480479,6.52741255131411,6.29172215888632,4.97321615860409,6.1190467176702,5.17709910708011,4.51618359737423,4.46390817029194,5.95946931127657,5.46788569186427,5.30429998799283,3.21202397111368,5.67785962219149,5.29052256719637,4.06007087277654,3.9747062582953,4.12826128773552,4.57504595101795,2.9226386400562,1.8915642604822,1.85430039953642,4.65018793159516,4.06678866881737,4.18861316596437,3.92949233884508,4.11796039564928,4.80917608847489,5.13735669602009,5.22991374704108,4.13651104388971,5.00654820951001,5.49887888644437,4.8188080301869,6.37676263790865,5.94112091360784,5.89216327403427,5.03923469169702,6.71152636961734,9.25942977870112,Erable
-25.9204282660757,9.54542974975153,9.46547637682769,9.2269686024021,8.48683130090905,8.30797728822064,7.94252290695659,7.00824345341076,6.53133773747945,6.91616722053925,7.34807289560213,6.97707096372743,6.96832655657174,6.93916397678857,7.08868445136107,6.94364383416521,5.86519198291429,5.23195137544397,5.00551110220759,6.77379082405722,6.88160437253802,5.19943004092683,5.21489074668621,5.21780453761743,5.29149415985696,6.919900922168,5.27138199141323,6.83323053081054,2.54485011790189,6.13508378275722,7.11587062420975,6.40306922682394,6.54654120542598,7.34554374694277,8.08751017580302,7.39241316037941,6.99614096808479,8.64780280331241,8.80919749259276,8.5487453192951,9.31541123092187,10.8794453478132,Erable
-26.3696190325734,8.65954222058537,8.77837141467706,8.54411042669243,8.36046497659899,7.7049853325057,7.87604425384344,5.50636066060115,6.26527344539582,7.14584058567466,6.00976974515828,4.36757686625556,6.74198402876308,4.13846323310563,7.08087228198639,6.18652194682846,6.5479670440914,6.38562351412412,6.32468227691566,6.60146753668391,4.64277444149834,5.2951388719434,6.00038758425802,5.58527349136552,5.49161916401978,5.99193688322899,6.37491934498879,4.85143496435653,6.47522104701491,6.49400336551434,5.04649933393433,6.17471333721007,6.66451081577123,5.78753433854818,6.74599734577058,7.85737093946915,7.47633409123562,8.18706550359857,7.88550650130268,7.97762535984051,8.51184572820208,10.5118921625378,Erable
3.81519589153137,6.87710278682508,6.17270940006792,5.91801147558308,5.87777840310311,6.26192763918367,5.91954021021495,5.69027249070306,5.40968295193951,5.8387016318195,6.05048525734665,5.76981298282896,5.77660880114097,5.65895325175953,5.54983595741771,5.36520197923858,4.56576537039384,4.50790288097889,4.91288579638245,4.77304438367519,5.10796198903529,3.80440833249941,4.05618035459661,3.86059080415605,4.39998468037435,3.94823790787284,4.14382030619136,5.02050872369487,4.34000094583909,5.13246034088541,3.90574724785775,5.59079259888661,5.43106214121551,4.5851897490566,4.15539490846127,5.45621646938992,6.44523920891554,5.75110409866486,5.31188724144643,4.94031008158066,6.5750755669568,9.39174695967954,Erable
-26.5126977501239,9.96828879709423,9.64526065268832,8.89686355439243,7.49957992790123,5.63534570003703,6.94275834034086,7.73694106219833,5.92556837691069,7.26706993307137,5.81106557545745,6.63040872392612,6.33468827049775,6.67730246333425,6.36952169790094,6.75730720196815,5.55828514554907,6.58335087479492,6.32139236586371,6.36872219114658,5.45293914256056,5.1015523306223,4.85446955847578,5.80400441708665,6.39031936300016,6.42331208900143,5.2500552387683,5.5861129256867,6.84030759000831,5.64436762597411,5.86092906670813,6.6080685134137,6.69565799377961,7.70398279043418,6.44165843129713,6.83439217523594,6.97044368926688,5.96458552540582,8.71579117508047,8.86243564699217,8.73753103578741,10.7893927806933,Erable
-26.9451728757739,9.57373610805459,9.35668201602602,8.87429111259509,7.7975017896112,7.74457642797284,7.09233257258598,7.14147855998726,6.66365581737201,6.70521465829323,6.50946459363296,5.66440816952369,6.32443188264892,5.6200449994119,6.6472956528907,6.61047937913694,6.45992965606,5.70655279786432,5.96471737142465,4.95580024802183,6.7140215418101,4.50579648146633,5.80799823111162,5.21629371583263,5.8909666150057,5.54867578620312,6.13121911957411,6.36883526443693,5.3481128685427,5.24569872627675,6.04159825733839,6.18923746597222,6.65616964637987,7.44098116799482,7.34933906754993,6.63287241717152,7.33792246817043,7.92704800726908,8.6867966703344,8.27607747855021,8.37263546767507,10.6114881802783,Erable
3.64778160100423,6.25032267786188,6.00833626656055,5.1782641424937,6.16365033986734,6.34658220387432,5.47483417862782,4.74728483301276,5.32625741587901,5.66855590529383,4.46675379854917,6.08956358213533,5.20291846399234,4.79126478398917,4.31143079543117,1.96678704694296,4.60966093615328,3.9460786312613,4.35056603725292,3.87561781302884,2.75818701793864,2.53167386182689,3.54567715695019,1.07275556857576,2.69438263174755,3.22809972858776,4.05728094516384,3.3928443980351,3.59276040616496,4.40140218467407,5.18435340070169,4.94191033572861,4.40335691074998,3.56463367301964,4.73373898694182,4.13298109966177,6.19450696338333,5.47870762866509,5.41084589168011,5.13755122699042,6.67010661799129,8.94630350943735,Erable
-27.3318595478013,6.73304862821219,6.30300494962516,5.79957259422976,6.62310021197588,6.48538338122866,5.18483415776146,5.81947168971878,6.0238657434597,5.89473874417437,5.85351404918169,5.95573249281025,4.8443055332887,5.56038808394494,5.39257525344859,4.54574401590619,4.28504893775039,5.10469380175414,4.41136343365239,4.59887635821545,5.52814520098353,4.12394795058851,3.63849242917366,4.09528012088059,3.18622897741433,3.78822095850723,4.30551025681562,4.28405877787442,5.04834534575094,4.91296742034574,4.26873338276015,5.5894331164067,5.19274391923553,4.94176343576023,5.46333988768431,4.10813658299926,6.2386823461506,6.3465013919209,5.8845516296091,4.19897762705006,7.07722933136952,9.26229941671369,Erable
3.85866130833639,7.02932740198978,7.6136071951331,7.59298345406218,7.10937944673109,7.48454656348586,4.98293598610225,6.24179391319844,5.62003884108398,5.57252973198291,5.07523254481303,6.23473350693057,5.06582861919217,6.62930660157639,5.43520193136122,2.65751613484247,4.79294808791289,5.69305662234922,5.5504345748334,3.43889941556564,5.05692299960473,3.04553681246311,4.57138898833525,5.08028519327625,2.88933386623958,4.40563794208987,3.87469215092181,5.81086623920641,4.6002995047624,5.72247314610877,4.17327965163803,5.18285754633993,5.7099345155674,5.56022438439237,5.08028211752888,7.12253766378681,5.28261193132186,6.83638910589043,6.1732079044185,6.6553483813664,7.57624779676206,9.79830265891453,Erable
-26.8457138544097,8.24932978250538,8.20707064521847,8.08541342096319,7.34470650094681,7.53377539930751,6.33284364175824,3.26226911392679,5.71133030674662,4.6594796741134,5.42970037157541,5.54676757976372,6.95515438796879,6.40320725123085,5.45760964295473,5.74169437970941,5.4198029523417,4.37745007926242,5.49114225281754,5.27728564649582,4.27345829655018,2.80642265188795,5.47685131605674,4.49291636810323,5.04211773559219,5.01771122779323,4.81349311752404,5.05412665975332,6.01323817840948,5.73562528744541,5.07203065187838,5.59290012195724,5.94088537721518,5.51802210534485,6.35825162270598,7.06240794869249,7.44672259697382,7.41986085036844,6.53811896748875,6.39384236087497,7.96656287853172,9.8516963364319,Erable
