Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,namesleaf
3.85866130833639,7.02932740198978,7.6136071951331,7.59298345406218,7.10937944673109,7.48454656348586,4.98293598610225,6.24179391319844,5.62003884108398,5.57252973198291,5.07523254481303,6.23473350693057,5.06582861919217,6.62930660157639,5.43520193136122,2.65751613484247,4.79294808791289,5.69305662234922,5.5504345748334,3.43889941556564,4.57138898833525,5.08028519327625,2.88933386623958,4.40563794208987,3.87469215092181,5.81086623920641,4.6002995047624,5.72247314610877,4.17327965163803,5.18285754633993,5.7099345155674,5.56022438439237,5.08028211752888,7.12253766378681,5.28261193132186,6.83638910589043,6.1732079044185,6.6553483813664,7.57624779676206,9.79830265891453,Erable
-27.3793136321178,6.7367543943804,6.42601808637168,4.32160162480479,6.52741255131411,6.29172215888632,4.97321615860409,6.1190467176702,5.17709910708011,4.51618359737423,4.46390817029194,5.95946931127657,5.46788569186427,5.30429998799283,3.21202397111368,5.67785962219149,5.29052256719637,4.06007087277654,3.9747062582953,4.12826128773552,1.8915642604822,1.85430039953642,4.65018793159516,4.06678866881737,4.18861316596437,3.92949233884508,4.11796039564928,4.80917608847489,5.13735669602009,5.22991374704108,4.13651104388971,5.00654820951001,5.49887888644437,4.8188080301869,6.37676263790865,5.94112091360784,5.89216327403427,5.03923469169702,6.71152636961734,9.25942977870112,Erable
4.23742500977142,7.98028121287761,7.64992261714925,5.56233874831412,7.13768512399731,7.1418910017474,6.41688625771233,6.86955033745165,6.5860306910952,5.62110134951775,6.5973342282249,6.43974049747207,6.29545520455066,6.62499064079411,6.522278822048,6.57521960338657,6.28738434369135,5.90711397422541,5.43220063043043,5.44833894190756,4.81065919439284,5.35016633891797,4.95131730533197,5.95057621914671,5.9078921652109,5.99430169210255,5.30648817765522,5.84951522456844,6.12887162112878,5.27170956344253,5.80954249000993,7.26751104827025,4.34162077189056,7.16544707689089,7.81384659687344,7.25490791351024,7.71358219866099,7.42611481570924,7.22724530454333,10.2554918860633,Erable
-27.1308458031346,7.41729837987524,6.5639141967033,6.53288495387472,7.17047783301962,6.47752236009104,5.70443224604732,6.13390295990304,5.80817462346232,5.05606209370645,6.0168085498306,5.32348530071914,5.62487730486919,6.34976864749247,6.08906052374012,4.99101357591082,5.48141008582212,5.50422849350298,5.49030478728224,5.63516768331009,3.99587391328837,4.04624284292622,4.71992044232707,4.78929893127914,4.97718510088837,5.31386294451057,5.40116570014644,5.07531241331711,3.7608267033432,5.5895488509105,6.2449296155958,5.26217989470259,6.04301009097653,5.30096505976751,6.97663422452342,7.06150251892637,6.82451472402647,6.74153383903597,6.96427478142464,9.81336947853898,Erable
-26.6475226321023,9.18398510327968,8.99401767280027,8.53825214382333,7.58682962047378,6.6525146758808,6.58618337550376,7.17466899462919,6.31194658392304,6.53934638683451,6.28579303435092,6.33615392586487,6.62916721056518,5.48741093846029,6.41703724670395,5.79521699715908,6.77216498629943,5.62748480255847,5.86814702107712,4.92791293335183,4.73673916011248,5.56788071243059,5.67288615654053,4.64961505333368,5.18449766827944,5.77357338049802,6.08456586573658,5.03942598036099,4.924263435278,6.32262397238535,6.48783629559473,6.68548193402236,7.02815360141212,6.18807627693933,6.68104789480485,7.58992432739631,8.10229305355942,7.76515634757145,8.22962960025204,10.3077144186277,Erable
-26.9451728757739,9.57373610805459,9.35668201602602,8.87429111259509,7.7975017896112,7.74457642797284,7.09233257258598,7.14147855998726,6.66365581737201,6.70521465829323,6.50946459363296,5.66440816952369,6.32443188264892,5.6200449994119,6.6472956528907,6.61047937913694,6.45992965606,5.70655279786432,5.96471737142465,4.95580024802183,5.80799823111162,5.21629371583263,5.8909666150057,5.54867578620312,6.13121911957411,6.36883526443693,5.3481128685427,5.24569872627675,6.04159825733839,6.18923746597222,6.65616964637987,7.44098116799482,7.34933906754993,6.63287241717152,7.33792246817043,7.92704800726908,8.6867966703344,8.27607747855021,8.37263546767507,10.6114881802783,Erable
3.03356921530671,6.46339242079411,4.98959131190622,5.3743864854053,3.83822801916865,4.49236971756944,3.27158260020787,3.78734495936142,3.5954302476512,3.49429020841441,3.05078351887107,2.62299823977308,3.20907966587228,2.34690361698741,2.40218906785332,1.79546941677339,2.72796133672414,1.69624108420614,2.39743833246163,1.88736075633063,2.06396910336417,2.27109111800277,1.82152197409502,2.10919803514273,-0.10310287754393,2.22875454282391,2.37003187080018,2.51153121832609,2.00943282629589,2.29185298323953,2.16693978194892,2.50363363140422,2.68898841968446,2.810720056552,2.79026735620654,3.84804915619621,3.10283737843008,5.48053224782206,4.63965681325461,8.19961969352346,Faig
3.3639814964266,7.05823092833047,4.53008639644761,6.16091568031898,3.51533213743918,5.10737768568758,3.24945624384945,4.87299746159675,1.0190995591762,3.82677024627406,3.05267033822356,3.77297796295547,2.8124317506371,3.52760405155716,2.89341188019176,3.66792305396805,2.15382029131879,2.51436729516616,2.79988520457861,3.40931607971334,1.54569521859744,1.46761963522951,1.97650190833799,2.12499444804195,2.63330509719594,2.15528833293529,2.57205924302808,3.0174435294122,2.17768010475397,3.90665414122631,3.59041918592062,3.85645587125222,2.86835516205796,3.95348948923585,2.05293361836835,4.59084549779474,4.24199342467162,5.89495501712137,4.80809833717983,8.82540709546385,Faig
2.97439375910976,5.5075357967847,4.47915472370185,4.99964106090051,3.05565221994377,3.57365210590241,2.89110838851557,3.26220257964439,3.0774579433151,2.51933313304851,-0.658478948462407,2.89051821725776,2.56684673583409,1.38591525898189,0.307685680515005,2.67982805163976,2.18180204924964,1.57757084057228,0.743110156922385,2.05055308514338,-0.249040956618275,2.08904329165703,1.66907577980905,2.12095361440517,0.190564546736984,1.84192076594927,1.29646455109457,2.3696855451388,0.182150374484841,2.23831375766556,2.23468250622221,1.58966797602477,1.68771060211997,2.82235077569801,2.40440770720045,2.58905364537523,1.77010535257155,4.62237663547783,4.13911091495407,7.82113382374199,Faig
-29.3464027578571,5.94052854520805,3.52485198613375,5.02602983555997,3.05651579724776,4.27685885968799,3.12989958076213,3.19562778172837,2.60757712928552,3.08233905402587,2.1458019006164,2.56239384016313,2.08586203416525,2.31324328010546,0.51164626551699,1.97495857639042,0.473199172012595,1.7137056749738,1.61346091809212,1.9382896993165,0.648708060308194,1.09473042143091,1.87070860359286,0.142612162494377,0.882001341097607,2.03838949638523,2.18909897062569,2.07467527210749,1.03002202862562,2.41770317242442,0.58962089545233,2.49404963560084,1.68692599599637,2.94096625150539,-0.116870809338114,3.53084011953248,3.40560897861022,5.29533592790947,2.9008207358812,8.03222949562509,Faig
2.57736947444994,5.26479665319308,3.41791908995598,4.08746589268928,2.71933611040655,3.21958823311271,2.02976393786337,2.54106574224027,2.75557396237311,2.62568824559322,1.67470140980339,2.22588483506916,2.2272156092763,2.03460663007055,1.724414877262,1.7773357253023,0.96275776970244,1.2029951445327,0.985940814259433,1.0670562922379,-2.52554929784045,1.63090913221155,-3.07339024335471,1.55501131678809,1.29350630909301,0.474416495626964,0.864389946478537,2.0982214463819,1.64890302940046,0.963478295740912,1.55491068699747,1.69893776733307,1.40720766091726,1.37930795250129,2.42205151705254,2.02909538875788,2.84953119009703,4.57761206823412,3.74475166873747,7.24706622600006,Faig
3.03207386097636,6.69046411154932,4.64888761141331,5.60188210105803,3.0645860546164,4.77606181847849,3.00044163074155,4.29168314515865,2.59135544743359,3.58545122036725,2.63218688621341,3.58251664323226,2.61411910430305,3.13335707633564,2.51361086522867,1.44865899165098,1.99969760185319,2.84241797456665,-0.550314135343685,1.87903620758569,1.09996326083519,2.17708889347481,1.96684403512125,1.36651939426449,2.01464027917932,2.81674406999023,0.0884319792882663,2.47394941666786,2.74301679038446,2.61720846003339,1.58841334499657,3.42892407210338,2.21660274343266,3.70107597049457,3.17982121718157,3.96004587977885,3.3033014944966,5.63000864730961,4.47661532107514,8.31746666459944,Faig
3.13849457974462,7.26603462062439,6.55015601766685,5.86030179425096,4.74568745483814,4.58499536888959,4.42173788538086,4.02001899340173,3.14532430713157,5.119723267227,4.02218718184524,4.63152171673298,4.58089081250197,3.57247034393027,4.18652377228178,2.87423956787177,3.32637747199082,3.99708459531305,3.53432485122734,3.55284653604492,2.60384914754799,3.4773059841642,2.31938878820392,3.34620743846623,3.95903660753879,3.83945077580341,1.95743641002638,4.99526923987956,3.62915546005014,5.30244051976346,3.59979831388626,4.2591973902642,4.53596248360372,4.47450880484155,3.79484471782766,5.25220303814619,4.87047596253284,5.94485432769576,5.33452050349579,8.61135937517639,Roure
-29.4284428628895,6.59763148613176,5.60903831956194,5.38930445623106,4.19618533340209,4.03143474330277,2.81087294009469,4.5941108745726,3.47300525895958,4.02627954638209,3.16705726812886,3.99729242389216,2.92190780530507,3.97433505145445,2.67033801157221,2.40418869880478,3.10723226459911,2.64033034159588,3.17537333879847,2.40913847226622,2.7278339953174,2.29233925999412,2.85741757283757,2.67995673017912,2.33662387840076,3.58441014243429,3.3799112856018,1.90071605565411,2.96256161704579,4.04904029197587,3.96835146151839,4.53215960990977,3.91189161987566,3.63436233563057,3.21020399912522,4.56093898900793,3.228935990976,5.17065729830668,4.78033723975545,7.88275526742515,Roure
-29.6634446775123,6.78396446187353,5.13823235412147,5.72243865182258,5.29222811899499,4.30842765333795,5.03719684372367,4.47823499406338,4.92674120990233,2.32070076226996,3.7595225414076,4.14054984397977,2.48133736257193,3.86124480775574,3.74566375600171,3.93496202701378,2.83095100739935,3.47162109957535,3.52368096087048,3.24091784995818,1.67801738069244,2.7905895877652,3.377984906881,2.95270980550419,3.41843639367826,3.52408008638234,3.39778250059631,1.88567240102764,3.61486321178464,3.91875301973282,3.29006477263063,4.14458268872603,4.91279948149082,5.23569902173035,5.18301330215067,4.24524537344036,3.99656643851084,5.83492996781464,4.83956777849122,8.11834081491134,Roure
-27.7831182923598,7.27911244739279,6.00704363757367,5.89586815322289,5.16715165168944,5.40074213170885,3.05567739793756,4.77043307032942,5.23751474566612,5.30496332270065,4.97195070759756,4.1255016483736,3.42849154342593,3.87984992332377,3.87846886859059,3.81363717808612,3.66943348618474,4.23096074769532,3.98605967869701,3.43876291421728,2.7907320035064,3.3695487604936,3.26331686324263,3.42899926750827,4.01635733515479,3.35754556326449,4.14774060522837,3.25076223843036,5.15184443902644,4.90686916195429,3.52781991346805,5.72421009450542,4.72287007404103,5.43534870409352,5.11812714616509,4.67399277738241,5.04696177153099,6.24106421998562,5.28557345585038,8.53203803429053,Roure
